Name,Author ID,Title,Year,Venue,keywords
"P. Paul Chandanabhumma, Ph.D., M.P.H.",51199344,Understanding and Addressing Variation in Health Care–Associated Infections After Durable Ventricular Assist Device Therapy: Protocol for a Mixed Methods Study,2020,JMIR Research Protocols,['Infection']
"P. Paul Chandanabhumma, Ph.D., M.P.H.",51199344,Towards health equity and social justice: an applied framework of decolonization in health promotion.,2020,Health Promotion International,"['Colon', 'Motion', 'Social Justice', 'Work']"
"P. Paul Chandanabhumma, Ph.D., M.P.H.",51199344,Abstract 15760: Survival Following Durable Ventricular Assist Device Implantation is Associated With Provider Teamwork: A Social Network Analysis,2020,Circulation,"['Tea', 'Survival', 'Work']"
"P. Paul Chandanabhumma, Ph.D., M.P.H.",51199344,Understanding and Addressing Variation in Health Care–Associated Infections After Durable Ventricular Assist Device Therapy: Protocol for a Mixed Methods Study (Preprint),2019,,['Infection']
"Jane E. Chargot, M.D.",83197460,Use of Tablet Video for Delivery of Neonatal Discharge Instructions to First-Time Parents.,2021,Family Medicine,['Time']
"Jane E. Chargot, M.D.",83197460,Voluntary Stopping of Eating and Drinking in the Terminally Ill #379.,2019,Journal of Palliative Medicine,"['Tin', 'Ink']"
"Christina W. Chiang, M.D.",31806364,Focus on Systems to Improve Morbidity and Mortality Conference Relevance.,2020,Family Medicine,[]
"Christine T. Cigolle, M.D.",5884039,Use of Real Time Clinical Video Telehealth to Home by primary care providers within the Veterans Health Administration during the first wave of the COVID-19 pandemic: variability across VA stations and with time.,2023,JAMIA Open,['Time']
"Christine T. Cigolle, M.D.",5884039,Primary care physicians' perspectives and challenges on managing multimorbidity for patients with dementia: a Japan–Michigan qualitative comparative study,2023,BMC Primary Care,['Dementia']
"Christine T. Cigolle, M.D.",5884039,"DOES AGE, RACE, AND/OR RURALITY DETERMINE OLDER VETERANS' ABILITY TO ACCESS VA VIDEO CONNECT",2022,Innovation in aging,[]
"Christine T. Cigolle, M.D.",5884039,Associations of Age at Diagnosis and Duration of Diabetes With Morbidity and Mortality Among Older Adults,2022,JAMA Network Open,"['Association', 'Adult']"
"Christine T. Cigolle, M.D.",5884039,Integration of neuropsychological assessment and intervention services into a specialty geriatric medicine clinic.,2022,Professional Psychology: Research and Practice,['Logic']
"Christine T. Cigolle, M.D.",5884039,Perspectives and Approaches of Primary Care Physicians on Diagnosing Dementia– a Qualitative Japan – United States Comparison Study,2021,,"['Dementia', 'Paris']"
"Christine T. Cigolle, M.D.",5884039,Multiple Chronic Conditions Explain Ethnic Differences in Functional Outcome Among Patients With Ischemic Stroke,2021,Stroke,['Stroke']
"Christine T. Cigolle, M.D.",5884039,Practices and perspectives of primary care physicians in Japan and the United States about diagnosing dementia: a qualitative study,2021,BMC Geriatrics,['Dementia']
"Christine T. Cigolle, M.D.",5884039,Team VA Video Connect (VVC) to optimize mobility and physical activity in post-hospital discharge older veterans: baseline assessment,2021,BMC Geriatrics,['Tea']
"Christine T. Cigolle, M.D.",5884039,Cardiovascular disease risk prediction for people with type 2 diabetes in a population-based cohort and in electronic health record data,2020,JAMIA Open,[]
"Christine T. Cigolle, M.D.",5884039,Abstract WP217: A New Index for Multiple Chronic Conditions Predicts Post-Stroke Functional Outcome: A Machine Learning Approach in the Brain Attack Surveillance in Corpus Christi Project,2020,Stroke,"['Ear', 'Chin', 'Stroke', 'Learning', 'Rain', 'Machine Learning']"
"Christine T. Cigolle, M.D.",5884039,Cognitive status as a robust predictor of repeat falls in older Veterans in post-acute care,2020,Aging Clinical and Experimental Research,[]
"Christine T. Cigolle, M.D.",5884039,1409-P: Diabetes Development in Adults with Cardiovascular Disease: Age Matters,2020,,['Adult']
"Christine T. Cigolle, M.D.",5884039,New Index for Multiple Chronic Conditions Predicts Functional Outcome in Ischemic Stroke,2020,Neurology,['Stroke']
"Christine T. Cigolle, M.D.",5884039,Abstract WP239: Ethnic Differences in Multiple Chronic Conditions Among Ischemic Stroke Patients From the Brain Attack Surveillance in Corpus Christi Project,2020,Stroke,"['Stroke', 'Rain']"
"Christine T. Cigolle, M.D.",5884039,Reducing Frailty to Promote Healthy Aging.,2020,Clinics in Geriatric Medicine,[]
"Christine T. Cigolle, M.D.",5884039,Establishing the First Geriatric Medicine Fellowship Program in Ghana,2019,Journal of The American Geriatrics Society,['Hip']
"Christine T. Cigolle, M.D.",5884039,Multiple Chronic Conditions and Functional Outcome after Ischemic Stroke: A Systematic Review and Meta-Analysis,2019,Neuroepidemiology,['Stroke']
"Christine T. Cigolle, M.D.",5884039,Disputes of Self-reported Chronic Disease Over Time,2019,Medical Care,['Time']
"Christine T. Cigolle, M.D.",5884039,1470-P: EHR-Based vs. Population-Based CVD Risk Predictions for Diabetes Patients,2019,Diabetes,[]
"Christine T. Cigolle, M.D.",5884039,Perspectives on disclosure of the dementia diagnosis among primary care physicians in Japan: a qualitatively driven mixed methods study,2019,BMC Family Practice,['Dementia']
"Christine T. Cigolle, M.D.",5884039,Abstract TMP53: Mexican Americans and Non-Hispanic Whites Have Different Prestroke Comorbidity Profiles: Results From the Brain Attack Surveillance in Corpus Christi Project,2019,Stroke,"['Stroke', 'Rain', 'Rest', 'Comorbidity']"
"Christine T. Cigolle, M.D.",5884039,Veterans Care,2019,Encyclopedia of Gerontology and Population Aging,[]
"James M. Cooke, M.D.",144154830,Effectiveness of Lay Bystander Hands-Only Cardiopulmonary Resuscitation on a Mattress versus the Floor: A Randomized Cross-Over Trial.,2023,Annals of Emergency Medicine,"['Hand', 'Resuscitation', 'Cardiopulmonary Resuscitation']"
"James M. Cooke, M.D.",144154830,Taking Stock and Looking Ahead,2022,Simulation in Healthcare: The Journal of the Society for Simulation in Healthcare,['Head']
"James M. Cooke, M.D.",144154830,Virtual reality curriculum increases paediatric residents’ knowledge of CHDs,2022,Cardiology in the Young,"['Curriculum', 'Knowledge']"
"James M. Cooke, M.D.",144154830,A multimedia paediatric cardiology assessment tool for medical students and general paediatric trainees: development and validation,2022,Cardiology in the Young,"['Time', 'Rain']"
"James M. Cooke, M.D.",144154830,Clinical Accommodations and Simulation,2020,,[]
"James M. Cooke, M.D.",144154830,Overarching themes from ACS-AEI accreditation survey best practices 2011-2019.,2020,Surgery,"['Chin', 'Heme', 'Accreditation']"
"James M. Cooke, M.D.",144154830,Development and Validation of a Multimedia Pediatric Cardiology Assessment Tool for Pediatric Resident Trainees,2020,Pediatrics,"['Time', 'Rain']"
"James M. Cooke, M.D.",144154830,Evolution of Simulation-Based Education at Michigan Medicine,2019,,['Education']
"John W. Creswell, Ph.D.",152577381,Understanding mechanisms of change in a family-based preventive mental health intervention for refugees by refugees in New England,2022,Transcultural Psychiatry,"['Family', 'Mental Health', 'Refugees', 'New England', 'England']"
"John W. Creswell, Ph.D.",152577381,Family-Based Mental Health Promotion for Somali Bantu and Bhutanese Refugees: Feasibility and Acceptability Trial.,2019,Journal of Adolescent Health,"['Family', 'Mental Health', 'Motion', 'Refugees']"
"Melissa DeJonckheere, Ph.D.",46623893,Qualitative Thematic Analysis in a Mixed Methods Study: Guidelines and Considerations for Integration,2024,Journal of Mixed Methods Research,[]
"Melissa DeJonckheere, Ph.D.",46623893,Association Between Psychosocial Acuity and Glycemic Control in a Pediatric Type 1 Diabetes Clinic,2024,The Science of Diabetes Self-Management and Care,['Association']
"Melissa DeJonckheere, Ph.D.",46623893,Clinician Experiences With Hybrid Closed Loop Insulin Delivery Systems in Veterans With Type 1 Diabetes: Qualitative Study,2023,JMIR Diabetes,['Insulin']
"Melissa DeJonckheere, Ph.D.",46623893,"'I'm still here, I'm alive and breathing': The experience of Black Americans with long COVID.",2023,Journal of Clinical Nursing,[]
"Melissa DeJonckheere, Ph.D.",46623893,Increasing representation and diversity in health research: A protocol of the MYHealth research training program for high school students,2023,medRxiv,"['Ear', 'Rain', 'Research']"
"Melissa DeJonckheere, Ph.D.",46623893,‘You have to use everything and come to some equilibrium’: a qualitative study on hypoglycemia self-management in users of continuous glucose monitor with diverse hypoglycemia experiences,2023,BMJ Open Diabetes Research & Care,"['Hypoglycemia', 'Tin']"
"Melissa DeJonckheere, Ph.D.",46623893,Surgeons’ Perspectives on Changing the Default Number of Doses for Opioid Prescriptions in Electronic Health Record Systems,2023,JAMA Network Open,[]
"Melissa DeJonckheere, Ph.D.",46623893,Vaccine perceptions among Black adults with long COVID,2023,Ethnicity and Health,"['Perception', 'Adult']"
"Melissa DeJonckheere, Ph.D.",46623893,A Mixed-Methods Study of Clinicians' Attitudes Toward Pathology Explanation Clinics.,2023,American Journal of Clinical Pathology,['Attitude']
"Melissa DeJonckheere, Ph.D.",46623893,914-P: Veteran Experiences with Hybrid Closed-Loop (HCL) Insulin Delivery Systems in Type 1 Diabetes (T1D),2023,Diabetes,['Insulin']
"Melissa DeJonckheere, Ph.D.",46623893,Preferences and experiences of pediatricians on implementing national guidelines on universal routine screening of adolescents for major depressive disorder: A qualitative study.,2023,Comprehensive Psychiatry,"['Tin', 'Adolescent', 'Pediatricians']"
"Melissa DeJonckheere, Ph.D.",46623893,Primary care physicians' perspectives and challenges on managing multimorbidity for patients with dementia: a Japan–Michigan qualitative comparative study,2023,BMC Primary Care,['Dementia']
"Melissa DeJonckheere, Ph.D.",46623893,MP19-20 UNDERSTANDING PATIENT EXPERIENCES WITH OVERACTIVE BLADDER,2023,Journal of Urology,[]
"Melissa DeJonckheere, Ph.D.",46623893,Patient-Reported Usefulness and Challenges in Using Hypoglycemia-Informing Features of Continuous Glucose Monitors to Manage Hypoglycemia,2023,The Science of Diabetes Self-Management and Care,"['Hypoglycemia', 'Tin']"
"Melissa DeJonckheere, Ph.D.",46623893,An mHealth Text Messaging Program Providing Symptom Detection Training and Psychoeducation to Improve Hypoglycemia Self-Management: Intervention Development Study,2023,JMIR Formative Research,"['Hypoglycemia', 'Rain', 'Education']"
"Melissa DeJonckheere, Ph.D.",46623893,Opportunities to Improve Long COVID Care: Implications from Semi-structured Interviews with Black Patients,2022,Patient,['Interview']
"Melissa DeJonckheere, Ph.D.",46623893,A mixed methods analysis of cannabis use routines for chronic pain management,2022,Journal of Cannabis Research,"['Cannabis', 'Pain', 'Chronic Pain', 'Tin']"
"Melissa DeJonckheere, Ph.D.",46623893,Beliefs Around Hypoglycemia and Their Impacts on Hypoglycemia Outcomes in Individuals with Type 1 Diabetes and High Risks for Hypoglycemia Despite Using Advanced Diabetes Technologies,2022,Diabetes Care,['Hypoglycemia']
"Melissa DeJonckheere, Ph.D.",46623893,Inflammatory bowel disease patient concerns and experiences on transition to home-based infusions during the COVID-19 pandemic,2022,Research in Social and Administrative Pharmacy,[]
"Melissa DeJonckheere, Ph.D.",46623893,Using a structural vulnerability framework to understand the impact of COVID‐19 on the lives of Medicaid beneficiaries receiving substance use treatment in New York City,2022,Health Services Research,"['Work', 'Medicaid', 'New York City']"
"Melissa DeJonckheere, Ph.D.",46623893,Testing a very low-carbohydrate adaption of the Diabetes Prevention Program among adults with prediabetes: study protocol for the Lifestyle Education about prediabetes (LEAP) trial,2022,Trials,"['Hydra', 'Tin', 'Education', 'Adult']"
"Melissa DeJonckheere, Ph.D.",46623893,189 Emergency Department Clinician Perspectives on a Pilot Emergency Department-Based Expedited Partner Therapy Program: A Qualitative Study,2022,Annals of Emergency Medicine,['Art']
"Melissa DeJonckheere, Ph.D.",46623893,Continuous Glucose Monitoring With Low-Carbohydrate Nutritional Coaching to Improve Type 2 Diabetes Control: Randomized Quality Improvement Program,2022,Journal of Medical Internet Research,"['Chin', 'Hydra', 'Tin', 'Quality Improvement']"
"Melissa DeJonckheere, Ph.D.",46623893,Integrating Transformative Considerations and Quantitative Results Through a Participant Selection Joint Display in Explanatory Sequential Mixed Methods Studies,2022,Journal of Mixed Methods Research,"['Tin', 'Art']"
"Melissa DeJonckheere, Ph.D.",46623893,Broadening the Scope A Qualitative Study of Pathologists’ Attitudes Toward Patient-Pathologist Interactions,2021,,"['Attitude', 'Pathologists']"
"Melissa DeJonckheere, Ph.D.",46623893,Views on COVID-19 and Use of Face Coverings Among U.S. Youth,2021,Journal of Adolescent Health,['Face']
"Melissa DeJonckheere, Ph.D.",46623893,Ensuring access to high-quality substance use disorder treatment for Medicaid enrollees: A qualitative study of diverse stakeholders' perspectives.,2021,Journal of Substance Abuse Treatment,['Medicaid']
"Melissa DeJonckheere, Ph.D.",46623893,Perspectives and Approaches of Primary Care Physicians on Diagnosing Dementia– a Qualitative Japan – United States Comparison Study,2021,,"['Dementia', 'Paris']"
"Melissa DeJonckheere, Ph.D.",46623893,The Opportunity of Social Ecological Resilience in the Promotion of Youth Health and Wellbeing: A Narrative Review,2021,The Yale Journal of Biology and Medicine,"['Motion', 'Logic']"
"Melissa DeJonckheere, Ph.D.",46623893,Implementation of a Hearing Loss Screening Intervention in Primary Care,2021,Annals of Family Medicine,"['Ear', 'Hearing']"
"Melissa DeJonckheere, Ph.D.",46623893,Behaviours of older adults and caregivers preparing for elective surgery: a virtually conducted mixed-methods research protocol to improve surgical outcomes,2021,BMJ Open,"['Ear', 'Research', 'Adult', 'Caregivers']"
"Melissa DeJonckheere, Ph.D.",46623893,Broadening the Scope.,2021,American Journal of Clinical Pathology,[]
"Melissa DeJonckheere, Ph.D.",46623893,Practices and perspectives of primary care physicians in Japan and the United States about diagnosing dementia: a qualitative study,2021,BMC Geriatrics,['Dementia']
"Melissa DeJonckheere, Ph.D.",46623893,Accelerating Mixed Methods Research With Natural Language Processing of Big Text Data,2021,Journal of Mixed Methods Research,"['Ear', 'Tin', 'Language', 'Research']"
