Name,Title,Year,Journal,Type,Keywords,Abstract,DOI,Article Affiliation,ORCID,Scopus ID,Google Scholar ID
Amal Othman,Continuous Hepatic Arterial Multiphase Magnetic Resonance Imaging During Free-Breathing,2018.0,Invest Radiol,,Tin; Art,,10.1097/RLI.0000000000000459,,,,
Amal Othman,"Continuous intrajejunal infusion of levodopa-carbidopa intestinal gel for patients with advanced Parkinson's disease: a randomised, controlled, double-blind, double-dummy study",2014.0,Lancet Neurol,,Tin,,10.1016/S1474-4422(13)70293-X.,,,,
Amal Othman,Cost-effectiveness of Endovascular Therapy for Acute Ischemic Stroke: A Systematic Review of the Impact of Patient Age,2018.0,Radiology,,Stroke,,10.1148/radiol.2018172886.,,,,
Amal Othman,Cost-effectiveness of HARNESS-MRI protocol in focal drug-resistant epilepsy in a limited-resources country: An Egyptian study,2023.0,Clin Neurol Neurosurg,,"harness mri, epilepsy, mri protocol, resistant epilepsy, epilepsy limited",,10.1016/j.clineuro.2023.107946.,,,,
Amal Othman,Crusted scabies in a rabbit model: a severe skin disease or more?,2023.0,Parasit Vectors,,Skin; Abies,,10.1186/s13071-023-05995-8,,,,
Amal Othman,Cytotoxic 1-deoxysphingolipids are metabolized by a cytochrome P450-dependent pathway,2017.0,J Lipid Res,,Lip; Lipids; Sphingolipids,,10.1194/jlr.M072421.,,,,
Amal Othman,DEGS1-associated aberrant sphingolipid metabolism impairs nervous system function in humans,2019.0,J Clin Invest,,Lip; Humans; Lipid Metabolism,,10.1172/JCI124159.,,,,
Amal Othman,DSA-Based 2D Perfusion Measurements in Delayed Cerebral Ischemia to Estimate the Clinical Outcome in Patients with Aneurysmal Subarachnoid Hemorrhage: A Technical Feasibility Study,2023.0,J Clin Med,,Arachnoid; Ischemia,,10.3390/jcm12124135,,,,
Amal Othman,Deep Learning Applications in Magnetic Resonance Imaging: Has the Future Become Present?,2021.0,Diagnostics (Basel),,Ear; Learning,,10.3390/diagnostics11122181,,,,
Amal Othman,"Depressive, Anxiety, and Stress Symptoms in Parents of Children Being Admitted for Febrile Seizures in a Tertiary Hospital in the East Coast of Malaysia",2023.0,Eur J Investig Health Psychol Educ,,Child,,10.3390/ejihpe13060077,,,,
Amal Othman,Diagnostic Performance of a Contrast-Enhanced Ultra-Low-Dose High-Pitch CT Protocol with Reduced Scan Range for Detection of Pulmonary Embolisms,2021.0,Diagnostics (Basel),,Embolism,,10.3390/diagnostics11071251,,,,
Amal Othman,Dose Optimization in Oncology Drug Development: An International Consortium for Innovation and Quality in Pharmaceutical Development White Paper,2024.0,Clin Pharmacol Ther,,Arm; Paper,,10.1002/cpt.3298.,,,,
Amal Othman,Dose Reduction and Dose Management in Computed Tomography - State of the Art,2018.0,Rofo,,Art,,10.1055/s-0044-101261.,,,,
Amal Othman,Durable Response to Pazopanib in a Patient with Fumarate Hydratase-Mutant Tubulocystic Renal Cell Carcinoma,2023.0,Case Rep Oncol,,Hydra; Noma; Fumarate Hydratase,,10.1159/000528697.,,,,
Amal Othman,Editorial: Ligninolytic enzymes and their potential applications,2023.0,Front Microbiol,,Lignin; Enzymes; Editorial,,10.3389/fmicb.2023.1235206.,,,,
Amal Othman,Editorial: Microbial Laccases: Recent Advances and Biotechnological Applications,2022.0,Front Bioeng Biotechnol,,Logic; Editorial,,10.3389/fbioe.2022.922223.,,,,
Amal Othman,Effect of Upadacitinib on the Pharmacokinetics of Rosuvastatin or Atorvastatin in Healthy Subjects,2021.0,Clin Pharmacol Drug Dev,,Arm; Tics; Tin; Pharmacokinetics,,10.1002/cpdd.957.,,,,
Amal Othman,"Effect of high-dose glucocorticoid treatment on human brown adipose tissue activity: a randomised, double-blinded, placebo-controlled cross-over trial in healthy men",2023.0,EBioMedicine,,"brown adipose, glucocorticoid treatment, adipose tissue, glucocorticoid, dose glucocorticoid",,10.1016/j.ebiom.2023.104771.,,,,
Amal Othman,"Efficacy and Safety of ABT-494, a Selective JAK-1 Inhibitor, in a Phase IIb Study in Patients With Rheumatoid Arthritis and an Inadequate Response to Methotrexate",2016.0,Arthritis Rheumatol,,Rheum; Art; Safety,,10.1002/art.39808,,,,
Amal Othman,Emerging contaminants in the water bodies of the Middle East and North Africa (MENA): A critical review,2021.0,Sci Total Environ,,"africa mena, emerging contaminants, contaminants, water bodies, contaminants water",,10.1016/j.scitotenv.2020.142177.,,,,
Amal Othman,Established Osteoporosis and Gaps in the Management: Review from a Teaching hospital,2014.0,Ann Med Health Sci Res,,Chin; Tea,,10.4103/2141-9248.129038,,,,
Amal Othman,Evaluation of Pediatric Imaging Modalities Practices of Radiologists and Technologists: A Survey-Based Study,2022.0,J Multidiscip Healthc,,Radiologists,,10.2147/JMDH.S351696.,,,,
Amal Othman,Evaluation of antinociceptive effect and pharmacological mechanisms of thiocyanoacetamide in rats,2023.0,Pain Pract,,Arm; Rats; Tin; Logic,,10.1111/papr.13234.,,,,
Amal Othman,"Evaluation of the Effects of Meal Type and Acid-Reducing Agents on the Pharmacokinetics of Cilofexor, a Selective Nonsteroidal Farnesoid X Receptor Agonist",2024.0,Clin Pharmacol Drug Dev,,Arm; Tics; Reducing Agents; Pharmacokinetics,,10.1002/cpdd.1384.,,,,
Amal Othman,"Evaluation of the Potential for Cytochrome P450 and Transporter-Mediated Drug-Drug Interactions for Firsocostat, a Liver-Targeted Inhibitor of Acetyl-CoA Carboxylase",2024.0,Clin Pharmacokinet,,Acetyl-CoA Carboxylase; Drug Interactions,,10.1007/s40262-024-01420-0.,,,,
Amal Othman,Evaluation of the scabicidal effect of a single dose of fluralaner in a rabbit model of crusted scabies,2023.0,Parasitol Res,,Abies,,10.1007/s00436-023-07945-w.,,,,
Amal Othman,Expanding on the phenotypic spectrum of Woodhouse-Sakati syndrome due to founder pathogenic variant in DCAF17: Report of 58 additional patients from Qatar and literature review,2022.0,Am J Med Genet A,,Literature,,10.1002/ajmg.a.62501.,,,,
Amal Othman,Exploring the motivation of surgeons to lead juniors and the impact of their leadership on junior doctors motivation and leadership preference,2023.0,Leadersh Health Serv (Bradf Engl),,Hip; Lead,,10.1108/LHS-05-2023-0027,,,,
Amal Othman,Expression of full-length Plasmodium falciparum P48/45 in P. berghei blood stages: A method to express and evaluate vaccine antigens,2018.0,Mol Biochem Parasitol,,Plasmodium; Plasmodium falciparum; Arum,,10.1016/j.molbiopara.2018.07.009.,,,,
Amal Othman,Factors Influencing Mental Well-being Among Older Malaysians,2024.0,Asia Pac J Public Health,,"influencing mental, malaysians, older malaysians, older, mental older",,10.1177/10105395241275232.,,,,
Amal Othman,Factors associated with the use of anesthetic drug infusion in patients with status epilepticus and their relation to outcome: a prospective study,2022.0,Acta Neurol Belg,,"anesthetic drug, use anesthetic, epilepticus relation, status epilepticus, epilepticus",,10.1007/s13760-021-01625-1.,,,,
Amal Othman,Feasibility of CAIPIRINHA-Dixon-TWIST-VIBE for dynamic contrast-enhanced MRI of the prostate,2015.0,Eur J Radiol,,Prostate,,10.1016/j.ejrad.2015.08.013.,,,,
Amal Othman,Feasibility of an accelerated 2D-multi-contrast knee MRI protocol using deep-learning image reconstruction: a prospective intraindividual comparison with a standard MRI protocol,2022.0,Eur Radiol,,Knee; Ear; Learning; Rain; Paris,,10.1007/s00330-022-08753-z.,,,,
Amal Othman,Fetuin-A: a relevant novel serum biomarker for non-invasive diagnosis of metabolic dysfunction-associated steatotic liver disease (MASLD): a retrospective case-control study,2024.0,BMC Gastroenterol,,Tea,,10.1186/s12876-024-03310-y,,,,
Amal Othman,Gene therapy for spinal muscular atrophy: the Qatari experience,2021.0,Gene Ther,,Atrophy,,10.1038/s41434-021-00273-7.,,,,
Amal Othman,Generative Methods for Pediatric Genetics Education,2023.0,medRxiv [Preprint],,Tics; Genetics; Education,,10.1101/2023.08.01.23293506,,,,
Amal Othman,Global Training Effects of Trained and Untrained Muscles With Youth Can be Maintained During 4 Weeks of Detraining,2019.0,J Strength Cond Res,,Muscles; Rain,,10.1519/JSC.0000000000002606,,,,
Amal Othman,"Global epidemiology, natural history, maternal-to-child transmission, and treatment with DAA of pregnant women with HCV: a systematic review and meta-analysis",2024.0,EClinicalMedicine,,Child,,10.1016/j.eclinm.2024.102727.,,,,
Amal Othman,"Glucose-6-Phosphate Dehydrogenase Deficiency and Neonatal Hyperbilirubinemia: Insights on Pathophysiology, Diagnosis, and Gene Variants in Disease Heterogeneity",2022.0,Front Pediatr,,Glucose-6-Phosphate,,10.3389/fped.2022.875877.,,,,
Amal Othman,Glyoxal in hyperglycaemic ischemic stroke - a cohort study,2023.0,Cardiovasc Diabetol,,Stroke,,10.1186/s12933-023-01892-7,,,,
Amal Othman,Graphene based enzymatic bioelectrodes and biofuel cells,2015.0,Nanoscale,,Cells; Electrodes,,10.1039/c4nr07586b,,,,
Amal Othman,"Hb lepore/β0-thalassaemia with α+-thalassaemia interactions, a potential diagnostic pitfall",2015.0,Malays J Pathol,,"thalassaemia interactions, lepore β0, thalassaemia, thalassaemia thalassaemia, β0 thalassaemia",,,,,,
Amal Othman,Healthcare practitioners experiences in delivering sexual and reproductive health services to unmarried adolescent clients in Jordan: results from a cross-sectional survey,2022.0,BMC Health Serv Res,,Adolescent; Reproductive Health; Reproductive Health Services,,10.1186/s12913-021-07415-y,,,,
Amal Othman,Hepatocyte ABCA1 deficiency is associated with reduced HDL sphingolipids,2023.0,Front Physiol,,Lip; Lipids; Sphingolipids,,10.3389/fphys.2023.1208719.,,,,
Amal Othman,High prevalence of metabolic syndrome among Kuwaiti adults--a wake-up call for public health intervention,2012.0,Int J Environ Res Public Health,,Adult,,10.3390/ijerph9051984.,,,,
Amal Othman,Highlight report: hepatotoxicity prediction with Hep3B cells,2018.0,Arch Toxicol,,Cells; Light,,10.1007/s00204-018-2242-8.,,,,
Amal Othman,Human Virus-Like Proteins: Implications for Gene Therapy,2024.0,Curr Gene Ther,,Proteins,,10.2174/0115665232303436240515071754.,,,,
Amal Othman,Hyperglycemia in Stroke Impairs Polarization of Monocytes/Macrophages to a Protective Noninflammatory Cell Type,2016.0,J Neurosci,,Monocytes; Stroke; Hyperglycemia,,10.1523/JNEUROSCI.0473-16.2016,,,,
